Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage
209,53,Male,Rural,Self-Employed,High School,28,Hyundai,Tucson,1995,24895,5,6,1059624,57744,Single,1,12,452,Pleasure
210,30,Female,Urban,Unemployed,Doctorate,52,Hyundai,Elantra,2020,8969,2,4,132282,65142,Married,1,12,706,Commute
211,49,Female,Suburban,Self-Employed,Bachelor's Degree,60,BMW,5 Series,2011,17901,0,2,533376,17334,Divorced,0,12,450,Business
212,24,Male,Suburban,Self-Employed,Bachelor's Degree,13,Mercedes,E-Class,2005,9467,2,1,346932,14166,Divorced,0,6,758,Pleasure
213,76,Male,Rural,Retired,Master's Degree,7,Hyundai,Santa Fe,1997,20149,0,8,1590822,33606,Widowed,1,12,434,Pleasure
214,68,Male,Rural,Unemployed,Bachelor's Degree,29,Ford,Fiesta,2004,5286,4,9,956826,70614,Married,0,12,706,Commute
215,39,Male,Rural,Employed,Master's Degree,21,Volkswagen,Passat,1996,17262,2,5,560988,35658,Married,0,12,512,Commute
216,45,Female,Rural,Retired,High School,22,Hyundai,Tucson,2010,8162,0,9,387594,39078,Single,0,12,448,Commute
217,19,Male,Rural,Unemployed,Bachelor's Degree,39,Toyota,Camry,2010,7594,2,0,1670598,67536,Widowed,1,12,613,Pleasure
218,59,Male,Suburban,Self-Employed,Doctorate,50,Mercedes,GLC,2021,10693,4,4,1046538,74682,Divorced,0,6,400,Pleasure
219,62,Male,Suburban,Unemployed,Master's Degree,12,Nissan,Sentra,2020,14133,2,6,1610568,40842,Widowed,0,6,365,Commute
220,79,Female,Suburban,Retired,Bachelor's Degree,27,Toyota,Camry,2002,27679,2,7,1312974,23058,Divorced,1,12,648,Business
221,74,Male,Suburban,Unemployed,High School,29,Toyota,RAV4,2001,9672,0,4,139140,9432,Widowed,0,12,669,Commute
222,70,Female,Urban,Self-Employed,Doctorate,4,Mercedes,C-Class,2004,15460,3,9,1414440,31050,Married,1,6,820,Business
223,23,Female,Suburban,Unemployed,Doctorate,9,BMW,X5,2018,14049,4,9,1094796,41328,Married,1,12,334,Business
224,45,Female,Urban,Unemployed,High School,38,Chevrolet,Equinox,1998,18611,5,0,852534,67464,Single,0,12,785,Commute
225,45,Female,Suburban,Self-Employed,Bachelor's Degree,8,Volkswagen,Passat,2003,14778,0,1,263070,62388,Single,1,12,360,Business
226,61,Female,Rural,Retired,Associate Degree,13,Volkswagen,Passat,1999,28147,1,3,296946,65772,Single,0,6,769,Pleasure
227,61,Female,Rural,Employed,Bachelor's Degree,37,Hyundai,Tucson,2001,5855,2,9,1188198,60624,Married,1,6,689,Commute
228,37,Female,Rural,Self-Employed,Master's Degree,9,Hyundai,Santa Fe,1998,20021,1,0,802962,30600,Widowed,0,6,399,Commute
229,47,Male,Urban,Self-Employed,Master's Degree,32,Hyundai,Elantra,1995,10920,5,3,1646514,68058,Married,0,12,767,Business
230,79,Male,Suburban,Retired,Bachelor's Degree,10,Mercedes,C-Class,2021,14407,0,5,1643472,25974,Single,1,12,752,Commute
231,28,Female,Suburban,Retired,Master's Degree,39,Honda,Civic,2006,28961,5,5,1464876,19620,Divorced,0,12,614,Business
232,75,Male,Urban,Unemployed,Associate Degree,5,Kia,Sportage,2010,28908,5,1,1384362,29916,Married,1,12,814,Pleasure
233,72,Male,Urban,Self-Employed,Associate Degree,16,Kia,Forte,2010,14894,3,0,610686,86688,Married,0,12,425,Pleasure
234,45,Female,Urban,Unemployed,Doctorate,35,Hyundai,Elantra,2002,18054,4,7,1489680,17766,Widowed,1,12,341,Commute
235,42,Male,Urban,Unemployed,Master's Degree,5,Hyundai,Elantra,2019,27585,0,8,1127232,14292,Married,0,12,512,Commute
236,56,Female,Urban,Retired,Bachelor's Degree,60,Nissan,Altima,2007,17146,3,8,170892,15912,Single,1,12,395,Pleasure
237,79,Male,Rural,Retired,Doctorate,46,BMW,X5,2003,25965,5,6,1618758,19044,Married,0,6,584,Business
238,50,Female,Suburban,Unemployed,Associate Degree,9,Kia,Forte,2004,22524,0,3,173556,82188,Widowed,0,6,474,Commute
239,18,Female,Urban,Self-Employed,Doctorate,48,Mercedes,GLC,2002,27769,5,1,1358406,88974,Married,1,6,775,Commute
240,74,Male,Rural,Self-Employed,High School,41,Hyundai,Tucson,1995,28781,3,6,389502,78966,Divorced,0,12,524,Commute
241,44,Male,Urban,Unemployed,Master's Degree,4,Hyundai,Tucson,1997,22226,1,5,1177686,17388,Single,0,12,552,Commute
242,79,Female,Rural,Employed,Bachelor's Degree,18,Kia,Soul,1999,8836,3,6,653850,72864,Widowed,1,12,600,Business
243,74,Female,Urban,Employed,Associate Degree,6,Hyundai,Tucson,2001,18404,4,0,713952,82530,Single,0,6,500,Pleasure
244,69,Female,Suburban,Retired,Doctorate,60,Chevrolet,Malibu,2022,16970,1,3,1364490,81882,Single,0,12,768,Business
245,30,Male,Urban,Self-Employed,Bachelor's Degree,23,Mercedes,E-Class,2010,29802,2,0,97506,49914,Single,0,12,703,Pleasure
246,58,Male,Urban,Unemployed,Master's Degree,50,Mercedes,E-Class,2002,24000,1,6,872676,89964,Married,0,6,604,Pleasure
247,20,Male,Suburban,Unemployed,Bachelor's Degree,41,Hyundai,Santa Fe,1995,6605,1,5,1747008,10566,Single,0,12,582,Pleasure
248,56,Male,Suburban,Self-Employed,Master's Degree,18,Mercedes,GLC,2015,8831,2,9,1535292,51642,Widowed,0,12,533,Pleasure
249,23,Female,Urban,Retired,Master's Degree,61,Honda,CR-V,1997,24016,1,7,1453014,89568,Married,0,12,679,Business
250,25,Female,Suburban,Retired,Master's Degree,10,Mercedes,C-Class,2017,9871,1,1,1114020,62928,Widowed,0,12,606,Business
251,44,Female,Suburban,Employed,Doctorate,2,Chevrolet,Impala,2000,28130,5,7,807894,67896,Married,1,12,676,Pleasure
252,26,Female,Rural,Self-Employed,Master's Degree,29,Toyota,Camry,2006,18437,2,7,1719810,23328,Single,1,12,566,Business
253,79,Male,Suburban,Self-Employed,Bachelor's Degree,42,Toyota,RAV4,2009,11642,5,1,828360,28692,Single,0,12,681,Business
254,54,Female,Suburban,Unemployed,High School,37,BMW,3 Series,2011,26975,2,6,1088208,71280,Married,1,12,516,Pleasure
255,50,Female,Urban,Self-Employed,Bachelor's Degree,5,Nissan,Sentra,2021,16076,4,2,944892,57168,Divorced,0,6,375,Commute
256,68,Male,Urban,Employed,Doctorate,46,Chevrolet,Equinox,2012,20381,1,4,1475028,61344,Divorced,0,12,430,Pleasure
257,59,Male,Rural,Self-Employed,Master's Degree,34,Ford,Focus,2015,26387,1,7,1140264,62784,Single,0,6,658,Business
258,61,Female,Urban,Unemployed,High School,21,Nissan,Sentra,2015,21363,1,0,746982,74988,Widowed,1,12,553,Commute
259,41,Male,Suburban,Employed,Doctorate,56,Kia,Soul,2011,12324,4,0,497880,88920,Married,0,12,763,Commute
260,32,Female,Suburban,Unemployed,Associate Degree,10,Kia,Soul,2021,13453,5,9,997146,17730,Widowed,0,12,617,Business
261,76,Male,Suburban,Self-Employed,Associate Degree,7,Ford,Escape,2006,19445,1,7,1723284,76626,Married,1,12,556,Business
262,71,Male,Urban,Retired,Associate Degree,26,Nissan,Sentra,2010,14990,2,5,1774566,66780,Single,1,6,826,Pleasure
263,49,Female,Suburban,Self-Employed,High School,60,Ford,Escape,2006,13692,2,2,1558476,39852,Divorced,1,12,822,Pleasure
264,49,Male,Suburban,Self-Employed,Bachelor's Degree,28,Hyundai,Tucson,1998,13032,2,7,545328,35820,Divorced,0,12,558,Commute
265,41,Female,Rural,Unemployed,High School,54,Nissan,Altima,2022,16214,2,7,1632834,48186,Divorced,1,6,449,Pleasure
266,58,Male,Rural,Retired,High School,54,Toyota,Corolla,2019,17350,5,8,1084698,84186,Widowed,1,12,726,Commute
267,69,Male,Rural,Self-Employed,High School,7,Nissan,Rogue,2003,28575,5,9,1469286,84690,Single,0,12,833,Commute
268,66,Male,Urban,Employed,Associate Degree,22,Chevrolet,Malibu,2009,18664,5,9,505854,9162,Single,0,6,408,Pleasure
269,79,Male,Suburban,Employed,Bachelor's Degree,28,Toyota,Camry,1999,18330,3,5,1478178,76806,Divorced,0,12,605,Business
270,66,Male,Suburban,Unemployed,High School,15,Hyundai,Santa Fe,2017,29402,2,6,1725948,59202,Widowed,0,12,537,Business
271,75,Female,Suburban,Unemployed,Bachelor's Degree,34,Volkswagen,Passat,2005,21964,4,5,1067490,34596,Widowed,1,12,677,Business
272,69,Male,Rural,Retired,Master's Degree,7,Chevrolet,Equinox,2012,26653,5,2,932130,22050,Single,1,6,840,Commute
273,29,Female,Suburban,Unemployed,High School,7,Nissan,Rogue,1995,6851,5,8,205380,35874,Married,0,12,688,Pleasure
274,79,Male,Suburban,Retired,High School,44,Kia,Sportage,2010,27293,3,0,963612,57744,Widowed,1,12,663,Commute
275,56,Female,Suburban,Self-Employed,High School,32,Ford,Focus,2022,23523,5,4,485946,34884,Widowed,0,6,718,Pleasure
276,19,Male,Suburban,Employed,Master's Degree,41,Toyota,Camry,2012,23576,1,5,596304,40032,Divorced,0,12,556,Business
277,20,Female,Suburban,Employed,Master's Degree,4,Nissan,Altima,2007,27366,2,5,1264212,36090,Single,1,6,686,Commute
278,66,Female,Urban,Employed,Associate Degree,61,Volkswagen,Passat,2014,23606,5,0,665028,72450,Married,0,12,769,Commute
279,54,Male,Suburban,Unemployed,Doctorate,36,Mercedes,E-Class,2010,24600,1,7,1193454,73764,Married,0,12,330,Business
280,66,Male,Urban,Unemployed,Bachelor's Degree,16,Volkswagen,Golf,2016,26182,2,0,1298934,80118,Widowed,0,12,686,Commute
281,73,Male,Suburban,Self-Employed,Doctorate,21,Toyota,Corolla,2010,11278,2,2,1096488,16650,Divorced,0,12,572,Commute
282,34,Female,Urban,Unemployed,High School,13,Chevrolet,Impala,1997,21924,5,7,901206,20916,Married,1,12,829,Pleasure
283,76,Female,Suburban,Retired,High School,37,Kia,Forte,2012,25716,3,7,368640,60822,Married,0,6,378,Commute
284,66,Male,Suburban,Employed,Associate Degree,31,Kia,Sportage,2017,6735,2,0,915156,52434,Single,0,6,552,Pleasure
285,19,Male,Suburban,Self-Employed,Doctorate,13,Mercedes,E-Class,2018,16011,2,0,1310742,66060,Married,1,6,785,Pleasure
286,19,Female,Suburban,Retired,High School,43,Chevrolet,Equinox,2019,25327,0,7,874008,36774,Divorced,0,12,654,Business
287,45,Female,Rural,Retired,Doctorate,19,Nissan,Altima,2005,29335,4,1,1712502,47592,Widowed,0,12,404,Pleasure
288,71,Male,Suburban,Unemployed,Associate Degree,21,Mercedes,GLC,2022,10706,4,4,1680534,19476,Widowed,0,12,398,Pleasure
289,40,Female,Urban,Unemployed,Doctorate,29,Toyota,Camry,2020,27202,1,7,462168,73116,Divorced,1,12,469,Commute
290,54,Male,Rural,Employed,Bachelor's Degree,53,Mercedes,E-Class,2007,10160,1,4,287838,89856,Single,1,6,541,Commute
291,49,Male,Rural,Self-Employed,Associate Degree,32,BMW,3 Series,2018,11602,3,6,1448622,30276,Single,0,6,551,Business
292,50,Male,Suburban,Retired,Doctorate,4,Nissan,Sentra,1996,14156,1,5,580590,46080,Widowed,1,6,368,Pleasure
293,18,Female,Urban,Unemployed,High School,17,Ford,Focus,1997,11121,0,4,815220,41868,Single,0,6,492,Business
294,36,Female,Urban,Unemployed,Master's Degree,45,Hyundai,Elantra,1995,12909,1,2,1272042,14868,Divorced,0,12,815,Business
295,79,Female,Rural,Self-Employed,Master's Degree,6,Mercedes,GLC,1995,9719,2,5,955314,81126,Single,1,6,438,Business
296,19,Female,Urban,Self-Employed,Associate Degree,28,Toyota,Corolla,2009,19539,1,8,732600,44478,Divorced,0,12,485,Pleasure
297,70,Male,Suburban,Unemployed,Master's Degree,56,Nissan,Rogue,2016,26976,5,6,583254,66744,Divorced,0,6,440,Commute
298,61,Female,Suburban,Unemployed,Bachelor's Degree,46,Mercedes,C-Class,1997,23489,1,9,672696,80982,Single,0,12,767,Commute
299,43,Male,Suburban,Employed,Associate Degree,8,Chevrolet,Impala,1998,11828,2,0,503604,54540,Married,1,6,573,Pleasure
300,49,Male,Suburban,Self-Employed,High School,61,BMW,3 Series,2020,19924,0,4,1654200,46224,Single,1,6,406,Pleasure
301,23,Male,Suburban,Retired,High School,46,Hyundai,Santa Fe,2006,19383,4,6,1131174,80370,Divorced,1,6,398,Commute
302,49,Female,Rural,Unemployed,Associate Degree,58,Kia,Forte,2018,14738,0,6,291078,50328,Widowed,1,12,471,Business
303,72,Male,Suburban,Unemployed,Master's Degree,47,Honda,CR-V,2015,12655,0,6,334224,74880,Widowed,1,6,585,Business
304,21,Male,Suburban,Unemployed,Master's Degree,40,Ford,Focus,2006,9044,3,5,1494756,62622,Widowed,1,6,748,Commute
305,72,Female,Rural,Unemployed,High School,58,Chevrolet,Equinox,2008,25659,3,1,1139184,50634,Married,1,12,366,Commute
306,28,Male,Rural,Employed,Bachelor's Degree,6,Hyundai,Santa Fe,2005,18427,2,1,1060362,40734,Single,0,6,786,Pleasure
307,73,Female,Rural,Self-Employed,Master's Degree,6,Nissan,Rogue,2000,21411,3,9,1588518,89946,Married,0,12,835,Pleasure
308,76,Female,Urban,Unemployed,Bachelor's Degree,48,BMW,X5,2019,14330,5,5,1229868,40644,Divorced,0,12,587,Commute
309,34,Female,Urban,Self-Employed,Master's Degree,42,Chevrolet,Equinox,2008,7947,4,0,837252,59328,Single,0,12,300,Business
310,55,Male,Suburban,Retired,Associate Degree,58,Toyota,Corolla,2021,17507,2,5,1715076,17766,Single,0,12,320,Commute
311,41,Female,Suburban,Retired,Doctorate,5,Volkswagen,Jetta,2021,29289,5,4,1369674,25668,Widowed,1,6,691,Commute
312,22,Female,Suburban,Retired,High School,45,Toyota,Camry,1996,10874,3,0,378360,80874,Married,0,6,601,Business
313,69,Female,Urban,Retired,Associate Degree,46,Ford,Fiesta,1997,20538,1,4,147384,18882,Single,1,12,439,Pleasure
314,51,Female,Suburban,Self-Employed,Master's Degree,52,BMW,X5,2015,15633,5,3,1229814,44316,Widowed,1,6,428,Commute
315,23,Male,Suburban,Retired,High School,39,Chevrolet,Malibu,2012,21368,3,8,304938,28188,Married,1,6,705,Pleasure
316,39,Female,Urban,Retired,Doctorate,55,Hyundai,Elantra,2002,23422,4,0,1680156,26190,Married,0,6,505,Business
317,28,Male,Rural,Unemployed,Doctorate,26,Ford,Fiesta,1996,11963,3,9,690660,60714,Divorced,1,12,772,Pleasure
318,65,Female,Urban,Unemployed,Master's Degree,3,Ford,Focus,2014,27280,2,2,1578024,40302,Single,0,6,499,Pleasure
319,33,Male,Suburban,Unemployed,High School,0,Chevrolet,Impala,2010,23193,5,1,1330974,64368,Married,0,12,363,Business
320,50,Female,Urban,Employed,Master's Degree,5,Toyota,Corolla,2008,13897,1,0,112086,72270,Married,0,12,723,Business
321,26,Male,Rural,Unemployed,Doctorate,57,Ford,Focus,2013,23087,5,1,1634580,71442,Married,1,12,400,Commute
322,77,Female,Rural,Retired,Associate Degree,30,BMW,3 Series,2014,8093,2,6,177948,19044,Married,1,6,354,Commute
323,76,Male,Rural,Self-Employed,Associate Degree,0,Chevrolet,Impala,1998,12268,1,4,1199124,19170,Divorced,1,12,642,Pleasure
324,23,Male,Rural,Retired,Bachelor's Degree,52,Volkswagen,Passat,2000,8247,5,1,887022,28044,Single,0,6,528,Business
325,33,Male,Rural,Self-Employed,Doctorate,4,Mercedes,GLC,2020,21655,1,3,1504314,52686,Single,0,12,340,Commute
326,46,Female,Rural,Retired,Doctorate,18,Ford,Focus,2022,10168,4,5,1790154,18504,Divorced,1,6,358,Business
327,20,Male,Suburban,Employed,Master's Degree,4,Nissan,Rogue,2006,27521,5,7,570906,89676,Single,0,12,751,Commute
328,37,Male,Suburban,Unemployed,Bachelor's Degree,53,Honda,CR-V,2020,29164,0,5,1608606,81684,Divorced,1,6,785,Business
329,77,Male,Urban,Retired,Bachelor's Degree,4,Chevrolet,Malibu,2004,11718,4,5,1220994,88470,Widowed,0,12,664,Commute
330,76,Male,Suburban,Unemployed,High School,48,BMW,X5,2003,18223,0,5,1129662,61182,Single,1,12,792,Business
331,53,Female,Rural,Employed,Master's Degree,30,Nissan,Altima,1997,19647,5,4,853686,44640,Widowed,1,12,796,Pleasure
332,36,Male,Suburban,Employed,Associate Degree,59,Kia,Soul,1995,14569,0,4,115704,64242,Married,1,12,521,Pleasure
333,43,Male,Urban,Unemployed,High School,43,Toyota,Corolla,2008,20211,5,5,974052,33390,Divorced,0,6,344,Commute
334,20,Male,Rural,Unemployed,Bachelor's Degree,6,Honda,Accord,2002,24276,4,5,1430532,45972,Single,1,12,810,Pleasure
335,36,Female,Suburban,Self-Employed,Associate Degree,14,Mercedes,C-Class,2017,6967,3,0,588708,36000,Married,1,12,374,Pleasure
336,37,Male,Suburban,Unemployed,Doctorate,50,Mercedes,C-Class,2012,14099,4,6,444402,61794,Widowed,1,6,349,Commute
337,49,Male,Urban,Unemployed,Master's Degree,54,Kia,Sportage,2015,9814,2,5,270486,88434,Divorced,1,12,346,Pleasure
338,24,Male,Rural,Self-Employed,Bachelor's Degree,52,Toyota,Corolla,2006,8805,2,5,1667376,75690,Married,1,12,760,Business
339,69,Male,Urban,Retired,Doctorate,12,BMW,3 Series,2006,11497,2,0,826470,64602,Widowed,1,12,332,Pleasure
340,58,Female,Rural,Self-Employed,Bachelor's Degree,11,Volkswagen,Golf,2004,6567,2,6,1686690,78138,Divorced,0,12,631,Commute
341,50,Male,Rural,Retired,Associate Degree,18,Toyota,Camry,1998,29939,0,5,1721592,21366,Divorced,1,6,576,Commute
342,57,Male,Suburban,Retired,High School,12,Mercedes,C-Class,2019,27166,0,9,1797462,82908,Widowed,1,12,473,Business
343,56,Female,Urban,Retired,Associate Degree,26,Kia,Sportage,2014,26065,4,1,1205082,41706,Divorced,1,12,524,Commute
344,35,Female,Urban,Self-Employed,Master's Degree,37,Honda,Accord,1999,10396,1,7,942390,26172,Married,1,12,714,Business
345,57,Female,Urban,Self-Employed,Master's Degree,32,Volkswagen,Passat,2002,5202,1,7,236520,73602,Single,1,12,361,Pleasure
346,18,Male,Rural,Employed,Bachelor's Degree,5,Volkswagen,Golf,2013,6931,5,6,337680,84888,Widowed,1,6,571,Pleasure
347,28,Female,Urban,Retired,Associate Degree,12,Kia,Soul,2016,28472,0,6,524538,28584,Widowed,1,12,353,Business
348,45,Male,Rural,Self-Employed,High School,12,Chevrolet,Impala,2000,13806,3,6,773550,51390,Single,0,12,692,Pleasure
349,74,Female,Urban,Employed,Master's Degree,12,Hyundai,Tucson,2010,9270,0,3,1754406,22842,Divorced,1,12,590,Pleasure
350,42,Male,Urban,Retired,High School,19,BMW,3 Series,2017,10372,3,0,1448640,68418,Divorced,1,6,625,Commute
351,67,Female,Suburban,Self-Employed,Doctorate,35,Volkswagen,Golf,2003,18665,1,8,1029906,46584,Single,0,6,772,Pleasure
352,40,Male,Urban,Self-Employed,Bachelor's Degree,36,Toyota,RAV4,2005,24821,0,0,527238,79218,Single,0,12,611,Pleasure
353,48,Female,Suburban,Self-Employed,High School,44,Hyundai,Elantra,1997,6177,5,4,320634,60354,Widowed,1,12,747,Pleasure
354,47,Male,Suburban,Unemployed,Bachelor's Degree,8,Nissan,Altima,2008,14511,4,9,1765314,48114,Single,1,6,455,Commute
355,59,Male,Rural,Employed,Doctorate,16,Mercedes,C-Class,1999,12823,2,8,1244754,20016,Divorced,0,6,641,Commute
356,52,Male,Urban,Self-Employed,High School,34,Toyota,RAV4,2015,24377,1,1,1471176,50742,Single,0,12,677,Pleasure
357,24,Male,Urban,Unemployed,High School,58,Kia,Forte,2015,7412,0,4,1482750,42894,Single,1,12,741,Commute
358,77,Male,Urban,Employed,Doctorate,51,Hyundai,Santa Fe,2000,25156,0,0,1788750,24174,Married,1,6,451,Commute
359,33,Male,Suburban,Employed,Associate Degree,17,Mercedes,E-Class,1995,27179,2,1,1161666,24174,Divorced,0,12,702,Business
360,43,Male,Urban,Unemployed,High School,24,Honda,Civic,2007,28892,1,0,1798470,82584,Single,1,12,645,Pleasure
361,65,Male,Rural,Employed,High School,58,Chevrolet,Malibu,2003,13457,4,2,335268,44064,Married,1,12,593,Commute
362,74,Female,Rural,Unemployed,Master's Degree,14,Honda,Accord,2022,27702,4,3,322596,12816,Married,0,6,408,Pleasure
363,69,Male,Urban,Retired,Associate Degree,22,Toyota,Camry,1997,29235,4,0,921168,20808,Divorced,0,12,390,Business
364,77,Male,Suburban,Self-Employed,High School,0,Kia,Sportage,2000,21891,1,9,1147176,76392,Widowed,0,6,373,Business
365,66,Female,Rural,Unemployed,Doctorate,40,Ford,Focus,2014,22771,5,0,1195866,29034,Widowed,0,12,579,Commute
366,19,Male,Rural,Employed,Bachelor's Degree,37,Ford,Focus,2017,9029,4,1,1316898,25434,Single,0,6,739,Business
367,18,Female,Suburban,Employed,Doctorate,17,Chevrolet,Equinox,2002,21634,3,3,1007190,38466,Single,1,6,528,Business
368,65,Male,Rural,Retired,Associate Degree,0,Toyota,RAV4,1998,23950,0,1,1056474,38232,Divorced,1,12,493,Business
369,79,Female,Suburban,Retired,Master's Degree,53,Volkswagen,Jetta,2020,13677,3,1,631890,13050,Widowed,1,12,653,Business
370,29,Female,Rural,Retired,Master's Degree,38,Chevrolet,Impala,2000,5196,1,7,1613178,83610,Married,1,6,413,Business
371,22,Male,Suburban,Retired,Master's Degree,9,Honda,CR-V,2006,22682,4,7,491040,47268,Divorced,0,12,327,Commute
372,54,Female,Rural,Retired,Doctorate,30,Kia,Soul,2006,10485,4,6,1421820,37440,Widowed,0,6,405,Business
373,49,Male,Urban,Self-Employed,Bachelor's Degree,37,BMW,5 Series,2020,16798,4,3,1414368,24066,Married,1,12,659,Business
374,76,Male,Rural,Unemployed,Bachelor's Degree,6,Mercedes,GLC,2001,19590,2,6,411084,24660,Single,0,12,513,Commute
375,72,Male,Rural,Retired,High School,37,Toyota,Camry,2022,10205,2,5,839826,78714,Divorced,1,6,741,Commute
376,26,Male,Urban,Retired,Bachelor's Degree,7,Chevrolet,Equinox,2020,16107,5,6,1541862,44604,Divorced,0,12,464,Pleasure
377,58,Female,Urban,Self-Employed,Bachelor's Degree,33,Hyundai,Tucson,2010,15420,4,0,119052,38196,Single,0,12,685,Pleasure
378,52,Male,Urban,Unemployed,High School,8,Hyundai,Santa Fe,2001,7196,0,4,1415790,74916,Widowed,1,6,740,Commute
379,36,Female,Urban,Retired,Doctorate,24,Volkswagen,Jetta,2019,22745,2,4,375624,79398,Married,0,6,514,Pleasure
380,65,Female,Suburban,Unemployed,Doctorate,26,Toyota,Camry,2018,24045,5,6,1000836,74574,Married,0,6,760,Commute
381,33,Male,Suburban,Unemployed,Associate Degree,40,Kia,Sportage,1997,11692,1,3,981378,56412,Widowed,0,12,600,Business
382,20,Male,Rural,Self-Employed,Doctorate,6,Toyota,RAV4,2007,23328,4,0,787554,18720,Divorced,1,12,352,Commute
383,37,Male,Rural,Self-Employed,Master's Degree,31,Hyundai,Tucson,2014,22446,0,2,1213110,83790,Widowed,1,6,376,Commute
384,41,Male,Rural,Retired,Master's Degree,8,Ford,Escape,2003,17842,2,3,1162278,15120,Widowed,1,6,767,Pleasure
385,71,Female,Suburban,Employed,Associate Degree,16,Kia,Forte,2005,6229,1,4,858798,39600,Widowed,0,12,306,Pleasure
386,73,Male,Rural,Self-Employed,Bachelor's Degree,34,Kia,Forte,2001,13417,2,7,376038,39978,Married,1,12,675,Business
387,50,Female,Rural,Unemployed,Associate Degree,47,Kia,Soul,2017,7485,5,7,325440,56052,Married,1,12,760,Pleasure
388,41,Male,Suburban,Unemployed,High School,15,Honda,Accord,2009,12262,5,1,662022,34074,Single,0,6,722,Commute
389,69,Male,Rural,Retired,Associate Degree,1,Mercedes,C-Class,1995,6456,1,9,513972,37008,Married,0,12,518,Business
